latitude,longitude,altitude,geometry,@osmId,@snapshotTimestamp,tourism
52.5620643,13.5685847,,Point,node/1689026709,2019-01-01T00:00:00Z,artwork
52.5675742,13.5734782,,Point,node/1689068095,2019-01-01T00:00:00Z,information
52.5683374,13.5716963,,Point,node/1689327271,2019-01-01T00:00:00Z,information
52.5705081,13.5635018,,Point,node/1777158354,2019-01-01T00:00:00Z,information
52.5661986,13.5701158,,Point,node/1825737149,2019-01-01T00:00:00Z,picnic_site
52.5751051,13.5758897,,Point,node/1930222677,2019-01-01T00:00:00Z,information
52.5756413,13.5603446,,Point,node/1932297286,2019-01-01T00:00:00Z,viewpoint
52.6061767,13.5620114,,Point,node/2293407394,2019-01-01T00:00:00Z,guest_house
52.6432452,13.4835671,,Point,node/2356073988,2019-01-01T00:00:00Z,information
52.6733697,13.4997509,,Point,node/2375904097,2019-01-01T00:00:00Z,picnic_site
52.6277321,13.7075354,,Point,node/2441922682,2019-01-01T00:00:00Z,attraction
52.6028038,13.5302946,,Point,node/2450178805,2019-01-01T00:00:00Z,information
52.6174324,13.4617759,,Point,node/2478036268,2019-01-01T00:00:00Z,information
52.6242739,13.4735115,,Point,node/2478036274,2019-01-01T00:00:00Z,information
52.6235013,13.6796433,,Point,node/2552835501,2019-01-01T00:00:00Z,information
52.6235112,13.6794822,,Point,node/2552835502,2019-01-01T00:00:00Z,information
52.6225187,13.6665345,,Point,node/2552851308,2019-01-01T00:00:00Z,information
52.6211298,13.6609144,,Point,node/2552865465,2019-01-01T00:00:00Z,information
52.62038,13.662349,,Point,node/2552865466,2019-01-01T00:00:00Z,information
52.6234214,13.660851,,Point,node/2552865467,2019-01-01T00:00:00Z,information
52.6223331,13.6595481,,Point,node/2552865468,2019-01-01T00:00:00Z,information
52.6257124,13.6663512,,Point,node/2552882637,2019-01-01T00:00:00Z,information
52.62716,13.6705097,,Point,node/2552889620,2019-01-01T00:00:00Z,information
52.6271921,13.6705345,,Point,node/2552889621,2019-01-01T00:00:00Z,attraction
52.6278898,13.6746682,,Point,node/2552909806,2019-01-01T00:00:00Z,information
52.6266403,13.6826846,,Point,node/2552916390,2019-01-01T00:00:00Z,information
52.6238105,13.6830629,,Point,node/2552917638,2019-01-01T00:00:00Z,information
52.6678646,13.582739,,Point,node/2621476006,2019-01-01T00:00:00Z,picnic_site
52.6012969,13.5193625,,Point,node/2637185327,2019-01-01T00:00:00Z,hotel
52.6332085,13.4955117,,Point,node/2689350487,2019-01-01T00:00:00Z,artwork
52.634388,13.4963368,,Point,node/2689350490,2019-01-01T00:00:00Z,artwork
52.5639312,13.5819591,,Point,node/2856612728,2019-01-01T00:00:00Z,information
52.5593825,13.5813602,,Point,node/2856612761,2019-01-01T00:00:00Z,information
52.5596223,13.5815084,,Point,node/2856612762,2019-01-01T00:00:00Z,information
52.5649417,13.5816234,,Point,node/2856612768,2019-01-01T00:00:00Z,information
52.5682259,13.571611,,Point,node/2856612774,2019-01-01T00:00:00Z,artwork
52.6472624,13.4041373,,Point,node/2902663101,2019-01-01T00:00:00Z,attraction
52.6497137,13.3980997,,Point,node/2902663103,2019-01-01T00:00:00Z,information
52.6475067,13.4043425,,Point,node/2902663403,2019-01-01T00:00:00Z,information
52.6161148,13.4658712,,Point,node/2910833782,2019-01-01T00:00:00Z,guest_house
52.5721208,13.472756,,Point,node/2917748606,2019-01-01T00:00:00Z,picnic_site
52.6002628,13.4969745,,Point,node/3021040631,2019-01-01T00:00:00Z,viewpoint
52.6023203,13.4945795,,Point,node/3021040755,2019-01-01T00:00:00Z,viewpoint
52.6019301,13.4943562,,Point,node/3022066915,2019-01-01T00:00:00Z,information
52.6543795,13.6028413,,Point,node/3039083636,2019-01-01T00:00:00Z,information
52.6742875,13.3840485,,Point,node/3089569807,2019-01-01T00:00:00Z,information
52.6350048,13.4952095,,Point,node/3112851185,2019-01-01T00:00:00Z,information
52.5617175,13.449238,,Point,node/3225466361,2019-01-01T00:00:00Z,guest_house
52.5647935,13.5342908,,Point,node/3382585241,2019-01-01T00:00:00Z,picnic_site
52.6491378,13.3902472,,Point,node/3392119082,2019-01-01T00:00:00Z,information
52.6630569,13.6342872,,Point,node/3522262467,2019-01-01T00:00:00Z,museum
52.6559194,13.533714,,Point,node/3540608572,2019-01-01T00:00:00Z,information
52.564263,13.5919071,,Point,node/3759830735,2019-01-01T00:00:00Z,information
52.607058,13.6257201,,Point,node/3760202559,2019-01-01T00:00:00Z,information
52.6621805,13.4725669,,Point,node/3761689517,2019-01-01T00:00:00Z,picnic_site
52.6104614,13.4589568,,Point,node/3781085934,2019-01-01T00:00:00Z,guest_house
52.6663664,13.4759087,,Point,node/4070855923,2019-01-01T00:00:00Z,artwork
52.5778931,13.6721548,,Point,node/4186846785,2019-01-01T00:00:00Z,information
52.559717,13.594192,,Point,node/4284299211,2019-01-01T00:00:00Z,viewpoint
52.6319881,13.4861691,,Point,node/4323957673,2019-01-01T00:00:00Z,viewpoint
52.5710626,13.5813625,,Point,node/4752540384,2019-01-01T00:00:00Z,information
52.5709888,13.5812656,,Point,node/4752540922,2019-01-01T00:00:00Z,information
52.6447472,13.4899494,,Point,node/4788244426,2019-01-01T00:00:00Z,guest_house
52.6356927,13.4990838,,Point,node/4789620838,2019-01-01T00:00:00Z,artwork
52.6719092,13.5837358,,Point,node/4793140647,2019-01-01T00:00:00Z,information
52.6616598,13.5574427,,Point,node/4793159588,2019-01-01T00:00:00Z,information
52.6617122,13.5575947,,Point,node/4793159589,2019-01-01T00:00:00Z,information
52.6590047,13.5331483,,Point,node/4793171611,2019-01-01T00:00:00Z,information
52.6588912,13.5335192,,Point,node/4793171612,2019-01-01T00:00:00Z,information
52.6476352,13.5205676,,Point,node/4793221687,2019-01-01T00:00:00Z,information
52.6399276,13.4994514,,Point,node/4793244729,2019-01-01T00:00:00Z,information
52.6398488,13.4991437,,Point,node/4793244731,2019-01-01T00:00:00Z,information
52.6242388,13.4737015,,Point,node/4793301806,2019-01-01T00:00:00Z,information
52.6232185,13.4567069,,Point,node/4793332761,2019-01-01T00:00:00Z,information
52.621961,13.4611478,,Point,node/4793332762,2019-01-01T00:00:00Z,information
52.6223393,13.4585801,,Point,node/4793334877,2019-01-01T00:00:00Z,information
52.6219456,13.4612076,,Point,node/4793338901,2019-01-01T00:00:00Z,information
52.6200901,13.4646243,,Point,node/4793352911,2019-01-01T00:00:00Z,information
52.6165236,13.4598103,,Point,node/4793357540,2019-01-01T00:00:00Z,information
52.6589333,13.5331141,,Point,node/4798872760,2019-01-01T00:00:00Z,information
52.635999,13.4939681,,Point,node/4799049914,2019-01-01T00:00:00Z,information
52.6276522,13.4612593,,Point,node/4799388736,2019-01-01T00:00:00Z,information
52.6001351,13.4477933,,Point,node/4801924602,2019-01-01T00:00:00Z,information
52.6468103,13.3763303,,Point,node/4802959421,2019-01-01T00:00:00Z,artwork
52.5722447,13.5645346,,Point,node/4813191614,2019-01-01T00:00:00Z,information
52.5700251,13.5659029,,Point,node/4813191616,2019-01-01T00:00:00Z,information
52.5722078,13.5642418,,Point,node/4813191618,2019-01-01T00:00:00Z,information
52.5724141,13.5642562,,Point,node/4813191619,2019-01-01T00:00:00Z,information
52.5724442,13.5645261,,Point,node/4813191620,2019-01-01T00:00:00Z,information
52.5730889,13.5541527,,Point,node/4813209894,2019-01-01T00:00:00Z,information
52.5896052,13.5261665,,Point,node/4813280487,2019-01-01T00:00:00Z,information
52.5907627,13.5194179,,Point,node/4813294775,2019-01-01T00:00:00Z,information
52.6716049,13.3828548,,Point,node/4826850954,2019-01-01T00:00:00Z,information
52.6649084,13.389528,,Point,node/4826865599,2019-01-01T00:00:00Z,information
52.6669792,13.3889034,,Point,node/4826865600,2019-01-01T00:00:00Z,information
52.6655105,13.3875045,,Point,node/4826865601,2019-01-01T00:00:00Z,information
52.6615311,13.3872219,,Point,node/4826870034,2019-01-01T00:00:00Z,information
52.6519257,13.3835898,,Point,node/4826902073,2019-01-01T00:00:00Z,information
52.6583449,13.3848426,,Point,node/4826902074,2019-01-01T00:00:00Z,information
52.6538613,13.3884271,,Point,node/4826902075,2019-01-01T00:00:00Z,information
52.6146876,13.4685848,,Point,node/4831057678,2019-01-01T00:00:00Z,information
52.6654635,13.3875812,,Point,node/4833198340,2019-01-01T00:00:00Z,information
