latitude,longitude,altitude,geometry,@osmId,@snapshotTimestamp,amenity,shop,layer,path
52.455311399999985,13.5246833,,Point,node/486517824,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.45622439999999,13.5263792,,Point,node/536668241,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.415434199999986,13.4708563,,Point,node/575741952,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.468164899999984,13.467254,,Point,node/618021341,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.43229309999999,13.5296167,,Point,node/639281322,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4172718,13.4965188,,Point,node/687589952,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.420703,13.4909594,,Point,node/701064323,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.425090099999984,13.4632334,,Point,node/742015772,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4491175,13.5126469,,Point,node/837697399,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4640916,13.4894902,,Point,node/1403784421,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.455464,13.5033563,,Point,node/1595959821,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4554297,13.5034643,,Point,node/1595959825,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4636145,13.4843935,,Point,node/1773561652,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4532614,13.4737176,,Point,node/1825925171,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4666265,13.4897486,,Point,node/2493363835,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.42313489999999,13.4749346,,Point,node/2642055411,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4294768,13.4553755,,Point,node/2683662621,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4376413,13.4477267,,Point,node/2821286109,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.42052539999999,13.4921181,,Point,node/3427181066,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4625796,13.5149825,,Point,node/3514152459,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.462735,13.4833096,,Point,node/3592488623,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4153894,13.495359,,Point,node/3772705288,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4610262,13.5196457,,Point,node/3883140251,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4610468,13.5206904,,Point,node/3883263612,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4153535,13.477727,,Point,node/3954639325,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4605613,13.5198248,,Point,node/4100244036,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.44868779999999,13.4496127,,Point,node/4403423603,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.45844239999999,13.5270166,,Point,node/4698884695,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4660668,13.4867927,,Point,node/4712129077,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4654983,13.4875038,,Point,node/4712176331,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.465455,13.4875668,,Point,node/4712176332,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4383941,13.5094825,,Point,node/5043397654,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.43569019999999,13.5293987,,Point,node/5053950406,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.439535099999986,13.4602529,,Point,node/5381467202,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5089075,13.2708507,,Point,node/81362508,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.427212099999984,13.2172579,,Point,node/270814693,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5370841,13.2019954,,Point,node/286428319,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4383177,13.2327133,,Point,node/348053171,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4173817,13.2262508,,Point,node/389916727,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.430808599999985,13.2063957,,Point,node/442143540,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4390629,13.2146898,,Point,node/443674211,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5380486,13.2068219,,Point,node/443728425,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5241735,13.1932594,,Point,node/448081472,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
